"Sign Out","Sign Out",module,Magento_Customer
"Sign In","Sign In",module,Magento_Customer
"You are subscribed to our newsletter.","You are subscribed to our newsletter.",module,Magento_Customer
"You aren't subscribed to our newsletter.","You aren't subscribed to our newsletter.",module,Magento_Customer
"You have not set a default shipping address.","You have not set a default shipping address.",module,Magento_Customer
"You have not set a default billing address.","You have not set a default billing address.",module,Magento_Customer
"Address Book","Address Book",module,Magento_Customer
"Edit Address","Edit Address",module,Magento_Customer
"Add New Address","Add New Address",module,Magento_Customer
"Customer not logged in","Customer not logged in",module,Magento_Customer
region,region,module,Magento_Customer
"Create Order","Create Order",module,Magento_Customer
"Save Customer","Save Customer",module,Magento_Customer
"Delete Customer","Delete Customer",module,Magento_Customer
"Reset Password","Reset Password",module,Magento_Customer
"Are you sure you want to revoke the customer's tokens?","Are you sure you want to revoke the customer's tokens?",module,Magento_Customer
"Force Sign-In","Force Sign-In",module,Magento_Customer
"New Customer","New Customer",module,Magento_Customer
"Save and Continue Edit","Save and Continue Edit",module,Magento_Customer
Cancel,Cancel,module,Magento_Customer
Delete,Delete,module,Magento_Customer
Save,Save,module,Magento_Customer
Back,Back,module,Magento_Customer
"Please select","Please select",module,Magento_Customer
Reset,Reset,module,Magento_Customer
ID,ID,module,Magento_Customer
Product,Product,module,Magento_Customer
SKU,SKU,module,Magento_Customer
Quantity,Quantity,module,Magento_Customer
Price,Price,module,Magento_Customer
Total,Total,module,Magento_Customer
Action,Action,module,Magento_Customer
Configure,Configure,module,Magento_Customer
"Shopping Cart from %1","Shopping Cart from %1",module,Magento_Customer
Newsletter,Newsletter,module,Magento_Customer
"Newsletter Information","Newsletter Information",module,Magento_Customer
"Subscribed to Newsletter","Subscribed to Newsletter",module,Magento_Customer
"Last Date Subscribed","Last Date Subscribed",module,Magento_Customer
"Last Date Unsubscribed","Last Date Unsubscribed",module,Magento_Customer
"No Newsletter Found","No Newsletter Found",module,Magento_Customer
"Start date","Start date",module,Magento_Customer
"End Date","End Date",module,Magento_Customer
"Receive Date","Receive Date",module,Magento_Customer
Subject,Subject,module,Magento_Customer
Status,Status,module,Magento_Customer
Sent,Sent,module,Magento_Customer
"Not Sent","Not Sent",module,Magento_Customer
Sending,Sending,module,Magento_Customer
Paused,Paused,module,Magento_Customer
View,View,module,Magento_Customer
Unknown,Unknown,module,Magento_Customer
"Order #","Order #",module,Magento_Customer
Purchased,Purchased,module,Magento_Customer
"Bill-to Name","Bill-to Name",module,Magento_Customer
"Ship-to Name","Ship-to Name",module,Magento_Customer
"Order Total","Order Total",module,Magento_Customer
"Purchase Point","Purchase Point",module,Magento_Customer
"Customer View","Customer View",module,Magento_Customer
"There are no items in customer's shopping cart.","There are no items in customer's shopping cart.",module,Magento_Customer
Qty,Qty,module,Magento_Customer
Confirmed,Confirmed,module,Magento_Customer
"Confirmation Required","Confirmation Required",module,Magento_Customer
"Confirmation Not Required","Confirmation Not Required",module,Magento_Customer
Indeterminate,Indeterminate,module,Magento_Customer
"The customer does not have default billing address.","The customer does not have default billing address.",module,Magento_Customer
Offline,Offline,module,Magento_Customer
Online,Online,module,Magento_Customer
Never,Never,module,Magento_Customer
Unlocked,Unlocked,module,Magento_Customer
Locked,Locked,module,Magento_Customer
"Deleted Stores","Deleted Stores",module,Magento_Customer
"Add Locale","Add Locale",module,Magento_Customer
"Add Date","Add Date",module,Magento_Customer
